レースID,開催日,着順,枠番,馬番,馬名,馬ID,性齢,斤量,騎手,騎手ID,人気,単勝オッズ,タイム,着差,通過順,上がり3F,調教師,調教師ID,馬体重
202601040609,20260104,11,7,9,アンジュフィールド,2020101582,牝6,56.0,三浦皇成,01122,7.0,17.4,1:56.2,３1/2,③③②③,41.2,[栗]矢作芳人,01075,462(－8)
202601040610,20260104,1,4,4,リゾートアイランド,2023106916,牡3,57.0,津村明秀,01092,1.0,2.3,1:34.8,,③③③,34.9,[美]上原佑紀,01192,508(＋2)
202601040610,20260104,2,5,5,サレジオ,2023107014,牡3,57.0,戸崎圭太,05386,2.0,3.3,1:34.8,ハナ,⑥⑥④,34.4,[美]田中博康,01162,504(－6)
202601040610,20260104,3,7,7,ジーティーシンドウ,2023102083,牡3,57.0,菅原明良,01179,3.0,3.8,1:34.8,ハナ,②②②,35.1,[美]栗田徹,01127,440(＋2)
202601040610,20260104,4,6,6,グランセレスト,2023100953,牡3,57.0,三浦皇成,01122,6.0,31.1,1:34.8,ハナ,①①①,35.2,[美]竹内正洋,01152,522(－6)
202601040610,20260104,5,1,1,[地]コスモギガンティア,2023106492,牡3,57.0,矢野貴之,05380,7.0,45.0,1:35.0,１1/4,⑧⑧⑧,33.9,[招]河津裕昭,05439,476(－1)
202601040610,20260104,6,8,8,オーライカモン,2023105011,牡3,57.0,横山武史,01170,5.0,15.3,1:35.1,クビ,③③④,35.1,[栗]田中克典,01180,522(0)
202601040610,20260104,7,2,2,マーゴットブロー,2023105356,牡3,57.0,荻野極,01160,4.0,7.1,1:35.2,3/4,⑤⑤⑥,35.0,[美]伊坂重信,01177,510(＋6)
202601040610,20260104,8,3,3,フレンドモナコ,2023106197,牡3,57.0,吉田豊,00733,8.0,97.1,1:35.4,１1/4,⑥⑥⑦,35.0,[美]南田美知,00437,422(＋6)
202601040611,20260104,1,7,11,カラマティアノス,2022104896,牡4,55.0,津村明秀,01092,7.0,14.8,2:00.3,,④④③②,34.4,[美]奥村武,01145,478(＋2)
202601040611,20260104,2,2,2,アンゴラブラック,2021105738,牝5,55.0,戸崎圭太,05386,1.0,3.2,2:00.3,ハナ,⑤⑥⑦⑤,34.1,[美]尾関知人,01103,480(＋10)
202601040611,20260104,3,5,8,グランディア,2019105302,セ7,56.0,横山武史,01170,4.0,7.8,2:00.3,クビ,⑧⑨⑨⑨,34.0,[栗]中内田充,01137,484(－4)
202601040611,20260104,4,3,3,カネラフィーナ,2022104839,牝4,54.0,石川裕紀,01150,2.0,4.6,2:00.6,１1/2,⑧⑨⑨⑨,34.2,[美]手塚貴久,01038,478(0)
202601040611,20260104,5,4,5,ピースワンデュック,2021101134,牡5,55.0,柴田善臣,00641,5.0,11.0,2:00.6,ハナ,①①①①,35.0,[美]大竹正博,01102,458(＋4)
202601040611,20260104,6,8,14,リカンカブール,2019103823,セ7,57.0,菅原明良,01179,12.0,39.1,2:00.6,クビ,②②②②,34.9,[栗]田中克典,01180,484(＋2)
202601040611,20260104,7,6,10,リフレーミング,2018104225,牡8,57.0,石橋脩,01077,14.0,98.9,2:00.6,アタマ,⑬⑫⑪⑨,34.0,[栗]藤野健太,01200,472(0)
202601040611,20260104,8,7,12,マイネルモーント,2020105749,牡6,56.0,丹内祐次,01091,11.0,25.7,2:00.7,クビ,⑤⑤⑤④,34.7,[美]高木登,01088,474(＋10)
202601040611,20260104,9,3,4,ブランデーロック,2019107075,牡7,51.0,原優介,01184,13.0,95.9,2:00.9,１,⑫⑫⑬⑫,34.2,[美]青木孝文,01156,488(－6)
202601040611,20260104,10,6,9,マイネルオーシャン,2021106766,牡5,55.0,矢野貴之,05380,8.0,18.4,2:00.9,ハナ,⑪⑪⑪⑫,34.3,[美]鹿戸雄一,01097,482(＋2)
202601040611,20260104,11,5,7,ウエストナウ,2021106645,牡5,57.0,荻野極,01160,10.0,25.6,2:00.9,ハナ,⑧⑥⑤⑦,34.8,[栗]佐々木晶,00429,500(＋2)
202601040611,20260104,12,1,1,ケイアイセナ,2019100318,牡7,57.0,吉田隼人,01095,3.0,6.7,2:01.0,１,②②③⑤,35.2,[栗]平田修,01082,482(＋12)
202601040611,20260104,13,8,13,シリウスコルト,2021104094,牡5,58.5,三浦皇成,01122,6.0,13.6,2:01.0,アタマ,⑦⑧⑦⑦,34.8,[美]田中勝春,01207,506(＋2)
202601040611,20260104,14,4,6,ニシノエージェント,2022106155,牡4,56.0,田辺裕信,01075,9.0,22.3,2:01.1,クビ,⑬⑫⑭⑭,34.3,[美]千葉直人,01199,478(＋2)
202601040612,20260104,1,7,13,スリーピース,2022104972,セ4,58.0,三浦皇成,01122,6.0,8.2,1:11.0,,②②,36.2,[美]武井亮,01147,472(＋12)
202601040612,20260104,2,2,3,(外)ジャスパーソレイユ,2022110111,牡4,58.0,丸山元気,01127,2.0,4.6,1:11.2,１1/4,①①,36.5,[栗]森秀行,00427,478(＋2)
202601040612,20260104,3,8,16,ショウナンハクウン,2020103670,牡6,58.0,荻野極,01160,1.0,4.2,1:11.4,１1/4,③③,36.4,[美]大竹正博,01102,508(0)
202601040612,20260104,4,2,4,タイセイピューマ,2021106119,牡5,55.0,▲石田拓,01203,7.0,15.7,1:11.5,1/2,⑦⑥,36.2,[美]新開幸一,01116,492(0)
202601040612,20260104,5,3,5,(地)ケープアグラス,2021100382,牝5,56.0,伊藤工真,01119,10.0,54.8,1:11.6,3/4,④④,36.5,[美]金成貴史,01132,478(＋4)
202601040612,20260104,6,8,15,ラーナローザ,2022102785,牝4,53.0,▲大久保,01194,5.0,7.3,1:11.7,アタマ,⑦⑧,36.4,[美]畠山吉宏,01048,498(＋4)
202601040612,20260104,7,1,2,テセラリアン,2021100338,牝5,56.0,菅原明良,01179,4.0,6.6,1:11.7,ハナ,④④,36.6,[美]鈴木慎太,01179,438(0)
202601040612,20260104,8,4,8,(地)ヴィクトリーロード,2020103931,牡6,58.0,菊沢一樹,01161,11.0,66.9,1:11.9,１1/4,⑩⑩,36.3,[美]畠山吉宏,01048,486(0)
202601040612,20260104,9,6,11,ヴェルトラウム,2021104903,セ5,58.0,武藤雅,01169,13.0,91.8,1:12.0,１,⑫⑫,36.3,[美]西田雄一,01187,454(＋2)
202601040612,20260104,10,5,9,モリノセピア,2021106307,牡5,58.0,横山武史,01170,3.0,5.4,1:12.1,クビ,⑩⑩,36.5,[美]鈴木伸尋,01026,500(＋2)
202601040612,20260104,11,4,7,クラリティスケール,2019103442,牝7,56.0,石川裕紀,01150,12.0,76.2,1:12.3,１,⑬⑬,36.2,[栗]藤野健太,01200,472(＋18)
202601040612,20260104,12,3,6,(外)ヒストリアイ,2021110062,セ5,58.0,原優介,01184,8.0,26.1,1:12.7,２1/2,⑬⑭,36.6,[美]堀宣行,01070,554(＋18)
202601040612,20260104,13,1,1,(地)バンブトンプロ,2020106562,牡6,58.0,柴田大知,01009,16.0,246.3,1:12.8,3/4,⑦⑥,37.5,[美]粕谷昌央,01096,506(＋4)
202601040612,20260104,14,7,14,ロッカバイベイビー,2022103725,牝4,53.0,▲佐藤翔,01207,9.0,29.3,1:13.2,２1/2,⑥⑧,38.0,[美]伊藤圭三,01023,452(－2)
202601040612,20260104,15,5,10,(地)コスタデラルス,2022107309,牡4,55.0,▲石神深,01209,14.0,184.5,1:13.4,１,⑮⑮,37.2,[美]和田雄二,01143,442(＋6)
202601040612,20260104,16,6,12,(地)グリーンライズ,2019102421,セ7,58.0,原田和真,01143,15.0,223.1,1:13.8,２1/2,⑯⑯,36.9,[美]和田雄二,01143,468(＋24)
202601040801,20260104,1,5,9,リーグナイト,2023106284,牡3,54.0,▲田山旺,01220,1.0,2.0,1:13.2,,⑫⑩,35.8,[栗]新谷功一,01172,464(＋6)
202601040801,20260104,2,4,7,ビスケットアソート,2023103517,牡3,57.0,富田暁,01168,8.0,22.0,1:13.3,3/4,④④,36.8,[栗]武英智,01161,468(0)
202601040801,20260104,3,8,16,(外)ミラヴェリタ,2023107521,牝3,55.0,吉村誠之,01216,5.0,15.2,1:13.4,クビ,⑦⑦,36.6,[栗]吉村圭司,01130,468(0)
202601040801,20260104,4,7,14,タナスーペルノーバ,2023102661,牡3,55.0,◇今村聖,01193,2.0,5.4,1:13.5,1/2,①①,37.3,[栗]寺島良,01158,466(＋2)
202601040801,20260104,5,2,3,クロカミジョウ,2023101500,牝3,55.0,菱田裕二,01144,13.0,124.1,1:13.5,アタマ,⑬⑫,36.1,[栗]岡田稲男,01066,470(－6)
202601040801,20260104,6,2,4,マクアケ,2023100452,牡3,57.0,鮫島克駿,01157,7.0,20.8,1:13.6,3/4,⑩⑨,36.5,[栗]杉山佳明,01178,490(－2)
202601040801,20260104,7,3,5,テーオーアンジェラ,2023107378,牝3,55.0,西村淳也,01171,3.0,5.6,1:14.2,３1/2,④④,37.7,[栗]梅田智之,01084,452(＋8)
202601040801,20260104,8,4,8,ジーティーリボーン,2023105353,牝3,55.0,ハマーハ,05676,4.0,12.2,1:14.4,１1/2,②②,38.1,[栗]中村直也,01186,442(－12)
202601040801,20260104,9,6,11,バンダムソレール,2023102317,牡3,57.0,和田竜二,01018,15.0,172.8,1:14.4,ハナ,⑬⑬,36.8,[栗]小栗実,01194,460(－2)
202601040801,20260104,10,1,1,ダイチノナポリ,2023109106,牝3,55.0,太宰啓介,01037,6.0,16.7,1:14.4,ハナ,⑨⑩,37.4,[栗]畑端省吾,01188,428(＋4)
202601040801,20260104,11,5,10,ケイアイブラック,2023105761,牡3,57.0,藤懸貴志,01138,10.0,63.4,1:14.7,１1/2,⑦⑦,37.9,[栗]梅田智之,01084,480(－4)
202601040801,20260104,12,7,13,ワイドアルバ,2023106359,牡3,57.0,松若風馬,01154,11.0,68.8,1:14.7,ハナ,②②,38.4,[栗]藤野健太,01200,484(＋8)
202601040801,20260104,13,8,15,アメジストブルー,2023104768,牝3,55.0,国分優作,01125,16.0,251.8,1:14.8,1/2,⑮⑬,37.1,[栗]浜田多実,01138,464(－12)
202601040801,20260104,14,1,2,オリヒメボシ,2023103612,牝3,55.0,田口貫太,01208,9.0,34.3,1:14.9,１,④⑥,38.4,[栗]庄野靖志,01087,436(＋10)
202601040801,20260104,15,3,6,シュトルムカイザー,2023103575,セ3,57.0,国分恭介,01124,14.0,172.7,1:15.1,１,⑮⑯,37.4,[栗]野中賢二,01098,488(0)
202601040801,20260104,16,6,12,ジョーヴェスタ,2023100287,牝3,55.0,池添謙一,01032,12.0,112.7,1:18.2,大差,⑩⑬,40.9,[栗]松下武士,01149,446(－4)
202601040802,20260104,1,1,2,タガノエルー,2023104324,牡3,57.0,秋山稔樹,01181,9.0,49.7,1:53.5,,⑨⑨⑤④,37.3,[栗]宮徹,01018,460(0)
202601040802,20260104,2,2,4,リアライズグリント,2023103720,牡3,57.0,坂井瑠星,01163,1.0,1.5,1:53.6,１,③③③②,37.7,[栗]矢作芳人,01075,490(＋16)
202601040802,20260104,3,7,14,アミラル,2023104682,牡3,54.0,▲田山旺,01220,5.0,16.0,1:54.8,７,⑨⑨⑨⑨,37.8,[栗]渡辺薫彦,01155,478(－4)
202601040802,20260104,4,4,8,ハオカノア,2023106078,牡3,57.0,小崎綾也,01152,6.0,26.8,1:55.1,２,⑫⑪⑧⑦,38.5,[栗]小崎憲,01085,482(＋2)
202601040802,20260104,5,4,7,ディープシャロー,2023100621,牡3,57.0,古川吉洋,01015,4.0,11.5,1:55.4,２,①①①①,39.9,[栗]本田優,01099,502(－4)
202601040802,20260104,6,6,11,ナウオアネヴァー,2023104408,牡3,57.0,高杉吏麒,01213,2.0,6.4,1:55.8,２,②②④④,39.8,[栗]寺島良,01158,510(＋6)
202601040802,20260104,7,1,1,サンライズフリード,2023100902,牡3,57.0,城戸義政,01147,15.0,171.5,1:56.1,２,⑤③⑤⑦,39.7,[栗]小林真也,01185,520(－2)
202601040802,20260104,8,8,15,ロードファイター,2023100430,牡3,57.0,西村淳也,01171,8.0,42.4,1:56.3,１1/4,⑫⑪⑪⑩,38.9,[栗]東田明士,01209,460(－10)
202601040802,20260104,9,3,5,ピエナオルカ,2023100715,牡3,53.0,★河原田,01204,3.0,8.0,1:56.3,ハナ,③③⑤⑥,39.9,[栗]谷潔,00431,486(＋2)
202601040802,20260104,10,2,3,サンライズナスカ,2023100945,牡3,57.0,藤懸貴志,01138,10.0,57.4,1:56.4,1/2,⑯⑯⑯⑬,38.4,[栗]小林真也,01185,506(－14)
202601040802,20260104,11,3,6,ロジャートアリー,2023104990,牡3,57.0,富田暁,01168,7.0,27.8,1:56.6,１,⑦⑥⑨⑪,39.3,[栗]野中賢二,01098,466(－2)
202601040802,20260104,12,5,9,テイエムテンジン,2023101329,牡3,57.0,国分優作,01125,11.0,94.0,1:57.0,２1/2,⑮⑮②②,41.4,[栗]小椋研介,01197,460(－8)
202601040802,20260104,13,7,13,サマーナジュム,2023104379,牡3,56.0,☆松本大,01191,12.0,107.9,1:57.5,２1/2,⑦⑧⑬⑮,39.6,[栗]角田晃一,01121,490(＋4)
202601040802,20260104,14,5,10,サニーサイドラガー,2023104236,牡3,57.0,鮫島克駿,01157,14.0,142.6,1:59.0,９,⑭⑭⑭⑫,41.2,[栗]牧田和弥,01123,512(0)
202601040802,20260104,15,6,12,ムソウテンセイ,2023107472,牡3,57.0,和田竜二,01018,13.0,122.3,1:59.5,３,⑤⑥⑪⑬,41.9,[栗]鈴木孝志,01111,432(－2)
202601040802,20260104,16,8,16,(外)エコログレン,2023110060,牡3,57.0,国分恭介,01124,16.0,281.8,2:01.0,９,⑨⑪⑮⑯,42.8,[栗]牧浦充徳,01113,484(＋2)
202601040803,20260104,1,6,11,ハードシングス,2023103151,牡3,57.0,松若風馬,01154,3.0,5.8,1:26.6,,⑦⑦,37.6,[栗]小崎憲,01085,462(＋2)
202601040803,20260104,2,1,2,オプティモ,2023104805,牡3,57.0,吉村誠之,01216,8.0,15.9,1:26.6,アタマ,④③,37.9,[栗]緒方努,01193,490(＋2)
202601040803,20260104,3,1,1,メイショウバルク,2023101951,牡3,57.0,松山弘平,01126,2.0,5.4,1:27.0,２1/2,④⑥,38.3,[栗]安達昭夫,01042,490(＋2)
202601040803,20260104,4,8,15,フリッシュ,2023101231,牡3,57.0,藤懸貴志,01138,14.0,142.8,1:27.1,1/2,⑭⑭,37.5,[栗]平田修,01082,492(0)
202601040803,20260104,5,2,4,アニマレイ,2023105279,牡3,57.0,川田将雅,01088,1.0,3.1,1:27.1,アタマ,③①,38.5,[栗]須貝尚介,01105,482(＋8)
202601040803,20260104,6,2,3,ムスクレスト,2023104402,牡3,57.0,武豊,00666,7.0,13.0,1:27.1,クビ,⑮⑩,37.4,[栗]安田翔伍,01164,466(＋6)
202601040803,20260104,7,3,6,ユウトザケンケン,2023107450,牡3,57.0,小崎綾也,01152,16.0,325.1,1:27.6,２1/2,⑩⑩,38.4,[栗]小崎憲,01085,484(＋16)
202601040803,20260104,8,5,9,ジャーナーリア,2023100596,牡3,57.0,和田竜二,01018,6.0,9.6,1:27.7,3/4,④③,38.9,[栗]本田優,01099,520(＋2)
202601040803,20260104,9,6,12,サンタカリス,2023100986,牝3,55.0,田口貫太,01208,9.0,36.9,1:27.8,クビ,⑫⑩,38.4,[栗]秋山真一,01212,440(－2)
202601040803,20260104,10,5,10,グレートアゲイン,2023100567,牡3,57.0,鮫島克駿,01157,15.0,298.6,1:28.0,１1/4,⑯⑯,38.0,[栗]牧浦充徳,01113,480(＋22)
202601040803,20260104,11,7,13,モズプリフォール,2023105738,牡3,57.0,坂井瑠星,01163,4.0,7.5,1:28.0,アタマ,⑩⑩,38.8,[栗]矢作芳人,01075,504(－12)
202601040803,20260104,12,7,14,サマーブリザード,2023104692,牡3,56.0,☆西塚洸,01200,13.0,97.3,1:28.1,クビ,⑫⑭,38.6,[栗]吉田直弘,01101,458(＋6)
202601040803,20260104,13,8,16,ココラッシー,2023104040,牡3,57.0,ハマーハ,05676,5.0,9.2,1:28.1,クビ,⑦⑦,39.0,[栗]西園翔太,01196,440(0)
202601040803,20260104,14,4,8,トーアウィリアム,2023103848,牡3,54.0,▲森田誠,01222,11.0,72.0,1:28.5,２,②②,40.1,[栗]牧田和弥,01123,486(＋10)
202601040803,20260104,15,3,5,ルーセントムーン,2023100690,牡3,57.0,斎藤新,01178,10.0,72.0,1:30.0,９,⑦⑦,41.0,[栗]高橋一哉,01206,482(＋18)
202601040803,20260104,16,4,7,セレブトーチ,2023105833,牝3,55.0,西村淳也,01171,12.0,90.4,1:31.4,８,①③,43.0,[栗]坂口智康,01170,500(－6)
202601040804,20260104,1,4,4,ペイシャプル,2023102998,牡3,55.0,◇永島ま,01187,4.0,5.1,1:55.2,,①①①①,39.6,[栗]高橋康之,01135,492(---)
202601040804,20260104,2,1,1,ハイビッグゴールド,2023102773,牡3,55.0,△柴田裕,01212,12.0,114.4,1:56.1,５,⑪⑪⑦⑥,39.1,[栗]谷潔,00431,486(---)
202601040804,20260104,3,5,6,ウインモンクール,2023105889,牡3,57.0,松山弘平,01126,1.0,4.6,1:56.2,１,⑤⑤⑤④,39.8,[栗]新谷功一,01172,480(---)
202601040804,20260104,4,7,9,ヴォメロ,2023103868,牝3,55.0,池添謙一,01032,6.0,8.2,1:56.4,１,②③③③,40.5,[栗]宮地貴稔,01211,454(---)
202601040804,20260104,5,5,5,ハイロード,2023102761,牡3,57.0,国分優作,01125,2.0,4.7,1:56.4,アタマ,②②②②,40.7,[栗]浜田多実,01138,470(---)
202601040804,20260104,6,3,3,ジュンクロノシップ,2023104586,牡3,57.0,和田竜二,01018,9.0,63.3,1:56.8,２1/2,⑤⑤⑧⑧,39.1,[栗]浜田多実,01138,504(---)
202601040804,20260104,7,6,8,エナジーイッセイ,2023105735,牝3,55.0,鮫島克駿,01157,5.0,7.9,1:57.9,７,④④④④,41.7,[栗]高柳大輔,01159,474(---)
202601040804,20260104,8,2,2,シャイニーデイ,2023100492,牡3,56.0,☆松本大,01191,11.0,110.7,1:57.9,クビ,⑦⑧⑨⑨,40.0,[栗]羽月友彦,01091,456(---)
202601040804,20260104,9,7,10,ウインアレグロ,2023105882,牝3,55.0,国分恭介,01124,8.0,32.4,2:00.4,大差,⑩⑩⑩⑩,42.1,[栗]西園正都,01028,484(---)
202601040804,20260104,10,8,12,ショーライトイヤー,2023105019,牡3,57.0,武豊,00666,3.0,4.7,2:00.6,3/4,⑦⑧⑥⑦,43.7,[栗]石橋守,01140,486(---)
202601040804,20260104,11,8,11,レッドジェンマ,2023103614,牡3,57.0,岡田祥嗣,05429,10.0,104.6,2:03.2,大差,⑫⑫⑪⑪,41.8,[栗]安田翔伍,01164,518(---)
202601040804,20260104,中止,6,7,ウォーターハクビ,2023101665,牡3,55.0,△鷲頭虎,01202,7.0,10.0,,,⑦⑤⑫⑫,,[栗]井上智史,01214,478(---)
202601040805,20260104,1,4,8,タイキルッジェーロ,2023102178,牡3,57.0,斎藤新,01178,13.0,170.6,1:50.5,,②②,34.5,[栗]高野友和,01117,504(---)
202601040805,20260104,2,1,2,フォーチュンライド,2023103343,牝3,55.0,川田将雅,01088,1.0,2.6,1:50.5,アタマ,③③,34.3,[栗]福永祐一,01203,480(---)
202601040805,20260104,3,7,15,オーブフレッシュ,2023100990,牝3,55.0,西村淳也,01171,6.0,21.3,1:51.0,３,①①,35.2,[栗]辻野泰之,01183,454(---)
202601040805,20260104,4,6,12,ウィスカーパッド,2023103380,牝3,55.0,高杉吏麒,01213,2.0,3.9,1:51.1,１,⑥⑤,34.6,[栗]藤岡健一,01062,440(---)
202601040805,20260104,5,7,14,エイカイコバチ,2023107144,牝3,54.0,☆西塚洸,01200,8.0,41.1,1:51.2,クビ,③③,35.0,[栗]藤原英昭,01055,452(---)
202601040805,20260104,6,8,17,レッドパラジウム,2023105417,牡3,57.0,吉村誠之,01216,3.0,4.6,1:51.3,１,⑬⑬,34.5,[栗]清水久詞,01110,474(---)
202601040805,20260104,7,4,7,プロスト,2023101677,牡3,57.0,松若風馬,01154,9.0,43.4,1:51.4,1/2,⑬⑬,34.5,[栗]梅田智之,01084,460(---)
202601040805,20260104,8,2,4,ブルーザー,2023106218,牡3,57.0,松山弘平,01126,7.0,22.1,1:51.6,１1/2,⑥⑤,35.1,[栗]池添学,01144,506(---)
202601040805,20260104,9,5,9,ガルフコースト,2023101395,牡3,57.0,武豊,00666,5.0,21.0,1:51.6,ハナ,⑨⑨,35.0,[栗]須貝尚介,01105,528(---)
202601040805,20260104,10,3,6,プラウドブルーベル,2023104919,牡3,56.0,☆松本大,01191,18.0,288.2,1:51.7,クビ,⑬⑮,34.7,[栗]長谷川浩,01173,450(---)
202601040805,20260104,11,3,5,ベラジオヴァレル,2023103591,牡3,57.0,岩田望来,01174,4.0,6.3,1:51.8,1/2,⑨⑨,35.2,[栗]上村洋行,01168,504(---)
202601040805,20260104,12,1,1,アンフルラージュ,2023104695,牝3,55.0,小沢大仁,01185,14.0,216.0,1:52.1,２,⑨⑨,35.4,[栗]石坂公一,01166,426(---)
202601040805,20260104,13,8,16,クータモ,2023104407,牡3,57.0,鮫島克駿,01157,12.0,140.7,1:52.3,１,⑨⑨,35.6,[栗]大久保龍,01058,448(---)
202601040805,20260104,14,6,11,ゴルトミュンツェ,2023101398,牝3,55.0,亀田温心,01176,15.0,233.2,1:52.4,1/2,⑯⑮,35.3,[栗]高柳大輔,01159,424(---)
202601040805,20260104,15,8,18,キャスパン,2023106639,牝3,52.0,▲川端海,01195,16.0,243.8,1:52.6,１1/4,⑰⑰,35.3,[栗]清水久詞,01110,448(---)
202601040805,20260104,16,7,13,ボクサークラブ,2023103395,牡3,57.0,坂井瑠星,01163,10.0,68.6,1:52.6,ハナ,⑥⑤,36.2,[栗]杉山佳明,01178,480(---)
202601040805,20260104,17,2,3,エレノアサンライズ,2023106552,牝3,55.0,菱田裕二,01144,17.0,255.7,1:54.7,大差,⑰⑱,37.3,[栗]石坂公一,01166,400(---)
202601040805,20260104,18,5,10,エクセレンプライム,2023106668,牝3,55.0,富田暁,01168,11.0,119.0,1:55.0,２,⑤⑤,38.6,[栗]武英智,01161,460(---)
202601040806,20260104,1,2,2,ジュウリョクピエロ,2023102979,牝3,53.0,◇今村聖,01193,7.0,55.6,2:00.9,,④④④④,34.0,[栗]寺島良,01158,470(－2)
202601040806,20260104,2,4,4,エアビーアゲイル,2023103342,牝3,55.0,岩田望来,01174,2.0,3.8,2:01.1,１1/2,③③③③,34.4,[栗]辻野泰之,01183,460(－2)
202601040806,20260104,3,3,3,ウィズクィーン,2023103417,牝3,55.0,坂井瑠星,01163,6.0,12.4,2:01.2,クビ,②②②②,34.8,[栗]上村洋行,01168,440(＋16)
202601040806,20260104,4,1,1,スカイスプレンダー,2023103907,牡3,57.0,佐々木大,01197,1.0,2.3,2:01.2,クビ,⑥⑥⑥⑥,34.1,[栗]池江泰寿,01071,474(0)
202601040806,20260104,5,6,6,シャドウマスター,2023103423,牡3,57.0,北村友一,01102,5.0,8.7,2:01.3,1/2,⑤⑤④④,34.4,[栗]杉山晴紀,01157,494(＋6)
202601040806,20260104,6,5,5,カレントゥルーシー,2023100553,牡3,57.0,松山弘平,01126,4.0,6.5,2:01.5,１1/2,①①①①,35.3,[栗]鈴木孝志,01111,494(＋2)
202601040806,20260104,7,7,7,ヴァロンブローサ,2023106902,牡3,57.0,ハマーハ,05676,3.0,4.8,2:01.9,２,⑥⑥⑥⑥,34.8,[栗]池添学,01144,460(＋2)
202601040807,20260104,1,2,2,クインズショコラ,2022100159,牝4,52.0,▲田山旺,01220,5.0,12.3,1:53.5,,④⑤⑦⑦,36.8,[栗]新谷功一,01172,504(＋28)
202601040807,20260104,2,8,10,ハギノコラソン,2022100439,牝4,55.0,岩田望来,01174,2.0,2.8,1:54.0,３,⑨⑨⑧⑦,37.2,[栗]寺島良,01158,470(0)
202601040807,20260104,3,5,5,オリジナルファイン,2022102906,牝4,55.0,吉村誠之,01216,3.0,5.4,1:54.0,ハナ,⑨⑨⑧⑦,37.2,[栗]清水久詞,01110,508(＋2)
202601040807,20260104,4,1,1,ヴァリオーサ,2022105711,牝4,55.0,富田暁,01168,6.0,19.7,1:54.2,１,④④③③,37.7,[栗]武幸四郎,01160,482(－6)
202601040807,20260104,5,7,7,キャットテイル,2022101678,牝4,54.0,☆西塚洸,01200,8.0,24.6,1:54.4,１,①①①①,38.2,[栗]野中賢二,01098,426(－4)
202601040807,20260104,6,3,3,サンコンクエスト,2022104970,牝4,55.0,斎藤新,01178,4.0,8.9,1:54.4,クビ,②②②②,38.1,[栗]渡辺薫彦,01155,552(＋10)
202601040807,20260104,7,7,8,(地)ラグナトーレ,2022106185,牝4,51.0,★河原田,01204,10.0,53.0,1:54.5,1/2,④⑤③③,37.9,[栗]角田晃一,01121,454(－13)
202601040807,20260104,8,4,4,メイショウウメゴチ,2022102768,牝4,55.0,秋山稔樹,01181,9.0,35.9,1:55.2,４,②②⑩⑩,38.1,[栗]高橋義忠,01129,410(0)
202601040807,20260104,9,8,9,アンジュアルディ,2022102954,牝4,55.0,横山典弘,00660,1.0,2.8,1:55.9,４,⑧⑦③③,39.3,[栗]昆貢,01044,470(－12)
